ID,Title,Content,Content_Tagline,Content_Description,Content_Menu_or_URL,Content_Images,Content_Video,ClosedorQuestionable,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,_listing_pricing_range,geolocation_lat,geolocation_long,_listing_location,_listing_kosher,_listing_kosher_url,listing_thumbnail,_listing_phone,_listing_website,_listing_email,_listing_social__facebook,_listing_social__instagram,_listing_working_hours,_listing_monday_hours_radio,_listing_monday_hours_open,_listing_monday_hours_close,_listing_tuesday_hours_radio,_listing_tuesday_hours_open,_listing_tuesday_hours_close,_listing_wednesday_hours_radio,_listing_wednesday_hours_open,_listing_wednesday_hours_close,_listing_thursday_hours_radio,_listing_thursday_hours_open,_listing_thursday_hours_close,_listing_friday_hours_radio,_listing_friday_hours_open,_listing_friday_hours_close,_listing_saturday_hours_radio,_listing_saturday_hours_open,_listing_saturday_hours_close,_listing_sunday_hours_radio,_listing_sunday_hours_open,DateCreated,_listing_confirmed,Status,Chabad Status,street_address,zip_code,KWB_Highlight,More Information:
6024,The Shook,"<h3>Kosher grocery store.</h3>
<strong>KWB insight:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,"Food,Supermarket",,Oceania,Australia,Victoria,Caulfield South,moderate,-37.8868478,145.0228274,"817-819 Glen Huntly Rd, Caulfield South VIC 3162, Australia",KA,https://www.kosher.org.au/pages/201601052313-Our-Clients,,+61 3 9078 5519,http://theshook.com.au/,,https://www.facebook.com/TheShookOz/,,sunday,custom,08:30,"a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""18:00"";}",closed,,,custom,"a:1:{i:0;s:5:""08:30"";}",22/11/2017,9/7/2019,,,817-819 Glen Huntly Rd,3162,,
6232,Tempo Foods,"<h3>A boutique dairy company.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Tempo began some 30 years ago in 1984 as a soft drink company by founder Esri Lederberger, and they have since grown far beyond the soft drink market to produce a variety of dairy products.</li>
 	<li>Their original operations focused on the kosher market, and they continue to focus on making high-quality dairy products. Their products meet the same elevated standards that we originally instilled, adhering to stringent industry quality systems that produce healthy and natural products that can be enjoyed by all.</li>
 	<li>Tempo Foods transitioned from a soft drink company to a larger boutique dairy company. In addition to farm-fresh milk, they offer a variety of cheeses, yoghurt, flavoured milk and other dairy desserts. Each recipe begins with fresh milk directly from farms in the renowned dairy region of Gippsland, Victoria.</li>
 	<li>Tempo has a complete food service department that services restaurants, cafes, hotels and caterers. Whether you are a retailer or a wholesaler, they can create and tailor products to fit your exact specifications and individual needs.</li>
 	<li>On top of their dairy operations, they serve as the Australian representative for several overseas companies, importing and disturbing quality products.</li>
 	<li>For more information <a href=""http://www.tempofoods.com.au/about/our-story"" target=""_blank"" rel=""noopener noreferrer"">click here</a>.</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Mordialloc,moderate,-37.9891140,145.0992010,"24 Hinkler Rd, Mordialloc VIC 3195, Australia",,,,+61 3 9588 0200,http://www.tempofoods.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2017,,,,24 Hinkler Rd,3195,,
4024,Solomons Kosher Butchers,"<h3>Butcher famous for their kosher beef wurst and Godel’s kosher chicken wurst.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Solomon Kosher Butcher Pty Ltd provides Kosher food products for the Jewish Community in Melbourne as well as across Australia and the Asia-Pacific region.</li>
 	<li>Based in Victoria, it is a second generation family-owned business, which has grown from small beginnings to become the premier kosher meat and poultry processor in Australia.</li>
 	<li>Today Solomon Kosher Butcher employs over 50 people at its two facilities at Elsternwick, Victoria and Laverton, North Victoria.</li>
 	<li>When it comes to choosing the best Kosher food in Melbourne, Australia, you can’t go past Solomon Kosher Butcher for your kosher meat and poultry supplies. Not only are they a full service butcher offering fresh meat and poultry cuts of almost any kosher type that can be imagined, but there is also an extensive array of crumbed and marinated products with a variety of delicious flavours.</li>
 	<li>In a hurry to prepare dinner? Or if you’re looking for a break from cooking, why not treat yourself to some of their wonderful cooked products, all freshly prepared to the highest standards every day.</li>
 	<li>Solomon Kosher Butcher makes all its own smallgoods on the premises, including fresh grilling sausages, and frankfurts, as well as their famous kosher beef wurst and Godel’s kosher chicken wurst, named after the founder, and still made to his original recipe.</li>
 	<li>For more information <a href=""http://www.solomon.com.au/sol_aboutus.htm"" target=""_blank"" rel=""noopener noreferrer"">click here</a>.</li>
</ul>",,,,,,,"Food,Supermarket",,Oceania,Australia,Victoria,Elsternwick,moderate,-37.8772280,144.9991840,"140-144 Glen Eira Rd., Elsternwick VIC 3185, Australia",Chabad Kashrut,,,+61 3 9532 8855,http://www.solomon.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2017,,,,140-144 Glen Eira Rd,3185,,
6237,Rishon Foods,"<h3>Family-owned kosher speciality grocery store.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Rishon Foods was founded as a family business in 1971 with the aim of providing Melbourne’s Jewish community with the widest possible range of kosher food products to meet their needs.</li>
 	<li>After forty years later, it is still family owned and run. Yirmi and Esther who took over in 1995 and have built Rishon into the largest exclusively kosher shop in Australia.</li>
 	<li>Over the past few years, a series of extensive renovations have been undertaken to provide their customers with a more enjoyable shopping experience.</li>
 	<li>Their combined knowledge and years of experience in the industry, as well as the fact that they are part of the community that they serve, works to the advantage of our customers in that we are better able to provide what they are looking for.</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Balaclava,moderate,-37.8702742,144.9937500,"23 William Pl, Balaclava VIC 3183, Australia",,,,+61 3 9527 5142,http://rishonfoods.com/,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2017,,,,23 William Pl,3183,,
6252,Kosher Kingdom Australia,"<h3>Large Kosher supermarket selling fresh, dry and frozen products, with a loyalty card scheme.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Kosher Kingdom Food Market located in the heart of Melbourne's Jewish Community.</li>
 	<li>They provide a huge range of kosher packaged products from both local and imported sources at really great prices.</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Elsternwick,moderate,-37.8853780,145.0081100,"482B Glen Huntly Rd, Elsternwick VIC 3185, Australia",,,,+61 3 9041 8499,http://kosherkingdom.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2017,,,,482B Glen Huntly Rd,3185,,
6247,Kraus Foods,"<h3>Oldest kosher store in Melbourne.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>KRAUS FOODS is Melbourne's oldest kosher food store. The family run business has been servicing the community for over 50 years.</li>
 	<li>Established in 1958 they provide a range of kosher groceries, dairy, meat, bakery, chilled, frozen, gluten free and papergood items.</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Melbourne,moderate,-37.8769420,144.9969340,"62 GLEN EIRA RD Melbourne, Victoria, Australia 3185",,,,+61 3 9523 8463,https://www.facebook.com/KrausFoods/,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2017,,,,62 GLEN EIRA RD ,3185,,
6127,FoodWorks Caulfield South,"<h3>Sells kosher smallgoods and pre-packaged items.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Supermarket offering some kosher products.</li>
 	<li>Kosher Without Borders is designed to help you find kosher food made to Orthodox standards anywhere on earth.</li>
 	<li>We also list non-Orthodox providers and closed establishments to clear up any doubts you might have, if you come across them while searching online.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,,moderate,-37.8866964,145.0224180,"799-801 Glen Huntly Rd, Caulfield VIC 3162, Australia",,,,+61 3 9528 1649,http://www.foodworks.com.au/CaulfieldSouth,info@foodworks.com.au,https://www.facebook.com/foodworksaus,,sunday,custom,08:00,"a:1:{i:0;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""08:00"";}",9/11/2017,9/7/2019,,,799-801 Glen Huntly Rd,3162,,
4032,Continental Kosher Butchers,"<h3>Premium kosher butcher.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This butcher provides quality kosher meat, poultry and smallgoods to the Jewish community of Australia.</li>
</ul>",,,,,,,"Food,Supermarket",,Oceania,Australia,Victoria,Malvern,moderate,-37.8609084,145.0283062,"155 Glenferrie Rd, Malvern VIC 3144, Australia",,,,+61 3 9509 9822,https://www.continentalkosherbutchers.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2017,,,,155 Glenferrie Rd,3144,,
4029,Melbourne Kosher Butchers,"<h3>Local butcher in Australia.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This butcher provides quality kosher meat, poultry and smallgoods to the Jewish community of Australia.</li>
</ul>",,,,,,,"Food,Supermarket",,Oceania,Australia,Victoria,St Kilda East,moderate,-37.8656976,144.9922716,"251 Inkerman St, St Kilda VIC 3182, Australia",Adass Israel,,,+61 3 9525 5077,http://melbkosher.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2017,,,,251 Inkerman St,3182,,
13940,Kosher Co-op,"<h3>Community grocery store and catering to the kosher needs.</h3>
<strong>KWB's Highlights: </strong>
<ul>
 	<li>This is a kosher cooperative that offers a range of products specialized in kosher food from around the world.</li>
</ul>
Food:
<ul>
 	<li>Products from Israel, including frozen foods, both sweet and savory, pickles, nibbles, and instant soups.</li>
 	<li>Kosher meat and chicken, shipped from their suppliers to ensure freshness.</li>
 	<li>Kosher wine from Australia and Israel.</li>
 	<li>A variety of kosher chocolates and lollies.</li>
 	<li>They offer fleishik, parev and all kind of precooked kosher meals made on their premises, for you to enjoy as an alternative to a home cooked meal.</li>
 	<li>Fresh Challah every Friday.</li>
 	<li>Ready-made food, delivery to all parts of New Zealand.</li>
 	<li>Shabbat meals available if notified in advance</li>
 	<li>For reservations you can contact them by their phone number or email <a href=""mailto:co-op@wjcc.nz"">co-op@wjcc.nz</a></li>
</ul>
Other Products:
<ul>
 	<li>You can find different products as Mezuzah parchments and coverings, Siddurim, Tallit, Shabbat table cloths, Shabbat candles and many other.</li>
</ul>
About site:
<ul>
 	<li>Parking Lot available.</li>
</ul>",,,,,,,"Catering ,Shabbat Meals,Store",,Oceania,New Zealand,,Wellington,moderate,-41.2972872,174.7723140,"80 Webb Street Wellington, New Zealand.","Rabbi D Gruber, Wellington Hebrew Congregation",http://wjcc.nz/contact-us/,,+64 4-385 9444,,co-op@wjcc.nz,https://www.facebook.com/WellingtonKosherCoop/,,sunday,closed,,,closed,,,custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""16:00"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""14:31"";}",closed,,,custom,"a:1:{i:0;s:5:""11:00"";}",30/12/2018,9/7/2019,,,80 Webb Street,6011,,
6242,Pri Cut Fruit & Nush,"<h3>One-stop shop for Kosher hampers, sweets, chocolates and much more.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Pri Cut Fruit &amp; Nush is your one stop shop for Kosher hampers, sweets &amp; chocolates, as well as a large range of fresh vegetables.</li>
 	<li>They also offer ice cream, fruit smoothies, and hot nuts.</li>
 	<li>Strictly Kosher - Kosher Australia.</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Balaclava,moderate,-37.8692696,144.9962588,"283a Carlisle St, Balaclava VIC 3183, Australia",,,,,http://www.pricutfruitnush.foodin.at/,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2017,,,,283a Carlisle St,3183,,
10211,Romeo's Supa Iga,"<h3>Supermarket with Kosher products and Kosher certified bakery, Chalav Yisroel</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Bakery - Pareve &amp; dairy (Chalav Yisrael).</li>
 	<li>Romeo’s is a supermarket and health food shop specialising in organic and alternative foods.</li>
 	<li>It is dedicated to providing environmentally friendly products that help to care for our planet and our health.</li>
 	<li>The team at Romeo’s Organics are always there to give advice<span style=""color: inherit; font-family: inherit; font-size: inherit;""> on everything, from foods and </span>nutrition<span style=""color: inherit; font-family: inherit; font-size: inherit;""> to personal products, natural medicine, </span>and<span style=""color: inherit; font-family: inherit; font-size: inherit;""> even pet care. </span></li>
 	<li>With a Naturopathic Clinic on site, it is a one-stop well-being shop , with a Kosher certified bakery.</li>
 	<li>Located 12 miles north of downtown Sydney.</li>
</ul>",,,,,,,"Bakery,Supermarket",Dairy(Cholov Yisroel),Oceania,Australia,New South Wales,St Ives,moderate,-33.7299009,151.1585895,"166 Mona Vale Rd, St. Ives NSW 2075, Australia",KA the kashrut-licensing arm of the Sydney Beth Din and the Yeshiva Rabbinate,,,(02) 9144 1747,https://www.romeosretailgroup.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,11/7/2018,,,,"166 Mona Vale Rd, St",2075,,
4020,Yumi's,"<h3>Fresh and frozen seafoods and dips.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Many of Yumi's original recipes were created by their aunt at the family shop in the tiny village of Ripponlea in Melbourne.</li>
 	<li>Aunty Chumi opened her heart, her recipe book and her kitchen table for everyone to share.</li>
 	<li>From humble beginnings, they now manufacture a range of dips, aioli's, mayonnaise, falafels, veggie bites and many other products using only real fresh ingredients.</li>
 	<li>For more information <a href=""http://yumis.com.au/about-us/"" target=""_blank"" rel=""noopener noreferrer"">click here.</a></li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Ripponlea,moderate,-37.8765430,144.9962740,"29 Glen Eira Rd, Ripponlea VIC 3185, Australia",Adass Israel,,,(03) 8787 1444,http://yumis.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,2/11/2017,,,,29 Glen Eira Rd,3185,,
6226,Bambra Deli,"<h3>Convenient little corner store with kosher section.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>The great thing about this little diamond in the rough, is even though it stocks all the regular essentials like bread, milk and juice, it also carries a fine selection of gourmet style produce.</li>
 	<li>Perfect for those who love the (small) finer things in life.</li>
</ul>",,,,,,,Supermarket,,Oceania,Australia,Victoria,Caulfield South,moderate,-37.8914420,145.0278810,"241 Bambra Rd, Caulfield South VIC 3162, Australia",,,,+61 3 9532 8218,https://www.facebook.com/pg/Bambra-DeliProduce-Plus-1376927145872632,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2017,,,,241 Bambra Rd,3162,,
1104,El Gourmet Kosher,"<h3>Kosher supermarket in Madrid.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li><span style=""color: #000000;"">Offers national and international products, fresh meat of the highest quality, selection of sausages and cheeses. </span></li>
 	<li>Check out their latest products <a href=""https://www.facebook.com/GourmetKosher/"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,"Catering ,Supermarket",,Europe,Spain,,Madrid,moderate,40.4678195,-3.6631744,"Calle de Añastro, 9, 28033 Madrid, Spain",Kosher Madrid,https://koshermadrid.com/,,+34 913 83 11 86,http://gourmetkosher.weebly.com/,gourmetkoshershop@gmail.com,https://es-la.facebook.com/GourmetKosher/,,friday,custom,17:30,"a:2:{i:0;s:5:""15:30"";i:1;s:5:""20:30"";}",custom,"a:2:{i:0;s:5:""10:30"";i:1;s:5:""17:30"";}","a:2:{i:0;s:5:""15:30"";i:1;s:5:""20:30"";}",custom,"a:2:{i:0;s:5:""10:30"";i:1;s:5:""17:30"";}","a:2:{i:0;s:5:""15:30"";i:1;s:5:""20:30"";}",custom,"a:2:{i:0;s:5:""10:30"";i:1;s:5:""17:30"";}","a:2:{i:0;s:5:""15:30"";i:1;s:5:""20:30"";}",custom,"a:1:{i:0;s:5:""10:30"";}","a:1:{i:0;s:5:""15:30"";}",closed,,,custom,"a:1:{i:0;s:5:""11:00"";}",10/8/2017,16/8/2021,,,"Calle de Añastro, 9, 28033",28033,,
14124,Gourmet Kosher ​Catering & Productos Kosher,"<h3>Kosher supermarket offering catering and delivery services.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Characterised by their excellent service and variety of Kosher products.</li>
 	<li>You can order your Shabbat meal through their email.</li>
 	<li>Special dishes every day, quality ingredients, homemade and healthy preparations. Free shipping to Madrid.</li>
 	<li>They can send you their catalog by email where you can find a variety of products available in their supermarket.</li>
 	<li>Weekly renewing their products in the supermarket.</li>
 	<li>In their <a href=""https://gourmetkosher.weebly.com/"" target=""_blank"" rel=""noopener noreferrer"">website</a> you can order products to be delivered t your location.</li>
 	<li>They have a section of <a href=""https://gourmetkosher.weebly.com/congelados.html"" target=""_blank"" rel=""noopener noreferrer"">frozen food</a> (borrekas, pizza, chicken breasts, hamburgers, ice cream and more).</li>
 	<li>This store also has a section with the best of their <a href=""https://gourmetkosher.weebly.com/carniceriacutea.html"" target=""_blank"" rel=""noopener noreferrer"">kosher meats</a>.</li>
 	<li>Currently they have more than 10 varieties of dairy products, all under the highest standards Kosher Jalav Israel. You can order <a href=""https://gourmetkosher.weebly.com/lacteos.html"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>They offer <a href=""https://gourmetkosher.weebly.com/catering-kosher.html"" target=""_blank"" rel=""noopener noreferrer"">catering services</a> for individuals, hotels, synagogues and companies. Make your order in a personalised way, they will consider your taste and your budget!</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/1421248_672781939420733_111217237_o.jpg?_nc_cat=106&ccb=1-5&_nc_sid=e3f864&_nc_ohc=6k4KF-pUJSkAX_qerhN&_nc_ht=scontent-lga3-1.xx&oh=00_AT9bqOMhwqu6oQzvdABRFzeBdu1esYqtUbXLjzr934iQKQ&oe=61E8457B   https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/201516507_4364044226961134_3174407551145266040_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=jzWO2J4CRUoAX-LU0rK&_nc_ht=scontent-lga3-1.xx&oh=00_AT90SvFOZPqN6ujF1AfM8rEfUIr67c2fKAMpnmIdriMaWQ&oe=61EA097D   https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/176554641_4202793276419564_4572470229302576133_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=tkMbBTyMX2oAX_52B94&_nc_ht=scontent-lga3-1.xx&oh=00_AT_KN0SiqvMSxYkPCvVy0mfoZc__ym31RgRM_g-jh831EA&oe=61E9B889,,,"Delivery/Pickup,Shabbat Meals,Supermarket",,Europe,Spain,,Madrid,moderate,40.4678195,-3.6631744,"Calle de Añastro, 9, 28033 Madrid, España",Chief R. Moshe Bendahan,https://www.radiosefarad.com/tag/moshe-bendahan/,,+34 913 83 11 86,https://gourmetkosher.weebly.com/,,https://www.facebook.com/GourmetKosher/,,,,,,,,,,,,,,,,,,,,,,,5/11/2018,16/8/2021,,,"Calle de Añastro, 9",28033,,
18762,Carnicería Shalom,"<h3>Butcher shop in Madrid.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Supermarket,Meat,Europe,Spain,,Madrid,moderate,40.4366147,-3.7001780,"Calle de Medellín, 13, 28010 Madrid, Spain",Kosher Madrid,https://koshermadrid.com/,,+34 914 45 52 96,,,,,sunday,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,6/8/2019,18/8/2021,,,"Calle de Medellín, 13",28010,,
10729,Kosher meals to order online in Lisbon,"<h3>Websites where you can order Shabbat meals, book tours, and more in Portugal.</h3>
<strong>KWB's Highlights:</strong>

<a href=""https://kosherwithoutborders.com/listings/chabad-lubavitch-of-portugal/"" target=""_blank"" rel=""noopener noreferrer"">Chabad of Portugal</a> recommended us these places where you can order Shabbat meals, book tours, and more.
<ul>
 	<li><a href=""https://www.kosherinlisbon.com/"" target=""_blank"" rel=""noopener noreferrer"">Kosher in Lisbon</a> not only provides delicious Kosher meals, but also Kosher Bed and Breakfast near the <a href=""https://kosherwithoutborders.com/listings/lisbon-synagogue/"" target=""_blank"" rel=""noopener noreferrer"">Synagogue of Lisbon</a> and private tour of the Old Jewish quarter of Lisbon.</li>
 	<li><a href=""https://kosherwithoutborders.com/listings/kosher-4-u/"" target=""_blank"" rel=""noopener noreferrer"">Kosher 4 U</a> will ship to Portugal and the rest of Europe. They have a varied range of products, from ground beef to snacks.</li>
 	<li><a href=""http://fastkosherfoodpt.blogspot.com/"" target=""_blank"" rel=""noopener noreferrer"">Fast Kosher Food </a>has been preparing Kosher meals in Portugal for more than 4 years. Their non perishable packs with industrialised products to be delivered to hotels, excursions and events. Meals don’t need refrigeration and can be easily heated and served everywhere it’s the only way a tourist can have a kosher meal everywhere in Portugal.</li>
</ul>
<div id=""postdivrich"" class=""postarea wp-editor-expand"">
<div id=""wp-content-wrap"" class=""wp-core-ui wp-editor-wrap tmce-active has-dfw"">
<div id=""wp-content-editor-tools"" class=""wp-editor-tools hide-if-no-js"">
<div id=""wp-content-media-buttons"" class=""wp-media-buttons""></div>
</div>
</div>
</div>",,,,,,,Supermarket,,Europe,Portugal,,Lisbon,moderate,38.7222524,-9.1393366,"Lisbon, Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2018,17/9/2019,,,,,,
10736,Portuel Kosher,"<h3>Small but convenient Kosher store.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Small Kosher store conveniently located.</li>
 	<li>Free wifi on the store.</li>
 	<li>Sandwiches to go, warm pitas, and more.</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-6/210132101_1744069155777854_5026299356055323077_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=730e14&_nc_ohc=vQE87907GsQAX8K-Gxz&_nc_ht=scontent-lga3-1.xx&oh=00_AT_Zm_yg1f5jtcwjAKX3eICexFtVEbzilQJEQ-cKbOYPkA&oe=61C74F79   https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-6/210115824_1744069129111190_353403945412771150_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=730e14&_nc_ohc=ZElMYpZC74MAX8HZYZE&_nc_ht=scontent-lga3-1.xx&oh=00_AT-Fqy5sYKpBKIpctU2Y6aFK1wxPmaZl8EGI5d4092aU_A&oe=61C8656C,,,Supermarket,,Europe,Spain,,,moderate,38.7270908,-9.1416080,"R. Gomes Freire 146 A, 1150-180 Lisbon, Portugal",,,,+351 960 164 445,http://portuel-kosher-portugal.pt/,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2018,16/8/2021,,,R. Gomes Freire 146 A,1150-180,,
5574,BenBen Kosher Market and Meat Butchery,"<h3>Small, convenient and well located Kosher grocery store.</h3>
<strong>KWB Highlights</strong>:
<ul>
 	<li>BenBen is a grocery store, butcher, and cafeteria in Barcelona, Spain with great customer reviews.</li>
 	<li>They offer good quality kosher products in a small and cozy place. Click this <a href=""https://www.benbenkosher.com/supermarket"" target=""_blank"" rel=""noopener noreferrer"">link</a> to view more.</li>
 	<li>Their butcher store looks clean, well organised, and includes the option to eat at their cafeteria, which makes it a great option when you're travelling. Click this <a href=""https://www.benbenkosher.com/butchery"" target=""_blank"" rel=""noopener noreferrer"">link</a> for more information.</li>
 	<li>Conveniently located in downtown, close to major attractions, shopping area, and hotels nearby.</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/16665956_218297458634332_4307550925654335570_o.jpg?_nc_cat=100&ccb=1-5&_nc_sid=19026a&_nc_ohc=WR4j9QwyiaMAX8wfA07&_nc_ht=scontent-lga3-1.xx&oh=00_AT-uMWmvMk4eDcD0A-M3QgDqy_M4w3MEQraKRI0ZltRmSQ&oe=61E9D4B7   https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/18422228_260800687717342_334293142909685437_o.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=xJZOx0fVPxkAX9L6CtC&_nc_ht=scontent-lga3-1.xx&oh=00_AT_LcJGJt2nzimk4bemDFTrNow0DEftZH2M4ooO8XxhIMA&oe=61E92D13,,,"Bakery,Supermarket",,Europe,Spain,,Barcelona,moderate,41.3987774,2.1460512,"Carrer d'Aribau, 257, 08021 Barcelona, España",Comunidad Israelita de Barcelona,http://www.cibonline.org/index.php?option=com_content&view=article&id=76&Itemid=109,,+34 932 00 33 75,https://www.benbenkosher.com/,benben5613@yahoo.es,https://www.facebook.com/Ben-Ben-Kosher-House-260950837677173/,,sunday,custom,09:00,"a:1:{i:0;s:5:""19:00"";}",custom,09:00,"a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""14:00"";}",closed,,,custom,"a:1:{i:0;s:5:""10:00"";}",28/3/2018,16/8/2021,,,"Carrer d'Aribau, 257",08021,,
10733,GB Store,"<h3>Supermarket with Kosher products from the UK.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li> Supermarket with imported products from the UK, some of which carry Kosher certification.</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/21273590_1102036166565025_8402491663548868671_o.jpg?_nc_cat=109&ccb=1-5&_nc_sid=9267fe&_nc_ohc=Aweg_pANdMcAX-mqlr0&_nc_ht=scontent-lga3-1.xx&oh=00_AT-2AalPAtvR1dWAJwdqyBwcbt3Zc3YRqgcL5FoZ8FDH_w&oe=61E6912C   https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/26904697_1217891998312774_6162222952652400623_n.png?_nc_cat=108&ccb=1-5&_nc_sid=730e14&_nc_ohc=A4AuzR4SWv0AX9T0D9k&_nc_ht=scontent-lga3-1.xx&oh=00_AT9Qa1qiTPq-qlJyFJ0GPvZ2f1cM6-543jlseNV9BhWiCA&oe=61E7040D,,,Supermarket,,Europe,Spain,,Cascais,moderate,38.7066630,-9.4297032,"Av. Comunidades Europeias 415, 2750-661 Cascais, Portugal",,,,+351 21 466 2453,,,https://www.facebook.com/gbstore.cascais/,,,,,,,,,,,,,,,,,,,,,,,7/8/2018,16/8/2021,,,Av. Comunidades Europeias,,,
