ID,Title,Content,Content_Tagline,Content_Description,Content_Menu_or_URL,Content_Images,Content_Video,ClosedorQuestionable,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,street_address,zip_code,_listing_location,geolocation_lat,geolocation_long,_listing_kosher,_listing_pricing_range,listing_thumbnail,_listing_kosher_url,_listing_phone,_listing_website,_listing_email,_listing_social__facebook,_listing_social__instagram,_listing_working_hours,_listing_monday_hours_radio,_listing_monday_hours_open,_listing_monday_hours_close,_listing_tuesday_hours_radio,_listing_tuesday_hours_open,_listing_tuesday_hours_close,_listing_wednesday_hours_radio,_listing_wednesday_hours_open,_listing_wednesday_hours_close,_listing_thursday_hours_radio,_listing_thursday_hours_open,_listing_thursday_hours_close,_listing_friday_hours_radio,_listing_friday_hours_open,_listing_friday_hours_close,_listing_saturday_hours_radio,_listing_saturday_hours_open,_listing_saturday_hours_close,_listing_sunday_hours_radio,_listing_sunday_hours_open,DateCreated,_listing_confirmed,Status,Chabad Status,KWB_Highlight,More Information:
18395,LiliCakes Catering,"<h3>Gourmet Kosher Catering.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>They specialize in delicious Syrian &amp; international cuisine and create beautiful wedding and birthday cakes.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,"Bakery,Store",,North America,USA,Florida,Miami,17100 NE 6th Ave,33162,"17100 NE 6th Ave, Miami, FL 33162, USA",25.9324431,-80.1887706,KM,moderate,,http://koshermiami.org/establishments/LilicakesMore,+1 305-748-8676,,lilicakes10@gmail.com,https://www.facebook.com/lilicakescatering/,,sunday,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,,appointment,,27/7/2019,23/7/2021,,,,
4218,Subres Grill,"<h3>A kosher place with a homey feeling.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Glatt Kosher - Pas Yisroel - under full supervision - with Mashgiach.</li>
 	<li>To find true hotspots when traveling to South Florida, you have to eat where locals eat, and local folks know where to find the best Middle Eastern and Mediterranean cuisines.</li>
 	<li>SubresGrill is a relatively new restaurant which opened in December 2012 and owned by a warm Israeli couple, Eli and Etty Weinberg.</li>
 	<li>This small quaint place has become a favorite with locals and tourists alike, with five-star reviews from grateful customers on Yelp, and other websites to attest to it.</li>
 	<li>The restaurant is located in the middle of a vibrant Jewish neighborhood in North Miami, a few blocks to the west from Biscayne Blvd.</li>
 	<li>The decor is simple and contemporary, in black and white hues with an addition of some purple and stainless steel, and features bar seating in addition to tables.</li>
 	<li>Diners who walk in once, keep returning for the delicious fresh food, great service, and friendly atmosphere.</li>
 	<li>The owner Eli shares that the key to the restaurant’s success is their love for what they do, combined with exceptional quality ingredients, and his wife’s unique cooking talent.</li>
 	<li>For more information <a href=""http://www.greatkosherrestaurants.com/restaurants/534/subres-grill"" target=""_blank"" rel=""noopener noreferrer"">click here</a>.</li>
 	<li><a href=""http://www.ok.org/"" target=""_blank"" rel=""noopener noreferrer"">OK Supervision</a></li>
</ul>",,,,,,,Restaurant,Meat,North America,USA,Florida,North Miami Beach,2218 NE 123rd St,33181,"2218 NE 123rd St, North Miami, FL 33181, USA",25.8891450,-80.1532749,OK,moderate,,http://www.ok.org/consumers/ok-certified-restaurants/,+1 305-899-0095,https://www.subresgrill.com/,subresgrill@gmail.com,https://www.facebook.com/SubresGrillMiami/,,sunday,custom,11:00,"a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""15:00"";}",closed,,,custom,"a:1:{i:0;s:5:""15:00"";}",18/10/2017,26/7/2021,,,,
18505,South Florida Kosher Meats,"<h3>Items cooked or baked on premises are Pas Yisroel.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>SFKM upholds to the strictest of kosher supervision and has a mashgiach temedi on the premises at all times.</li>
 	<li>They specialize in taking orders within the state of Florida but can ship anywhere in the U.S.A.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Supermarket,"Dairy(Cholov Yisroel),Pareve",North America,USA,Florida,North Miami Beach,1324 NE 163rd St,33162,"1324 NE 163rd St, North Miami Beach, FL 33162, USA",25.9252080,-80.1734911,KM,moderate,,http://koshermiami.org/establishments/SouthFloridaKosherMeats,(305) 949-6068,https://www.mykoshermarket.com,OfficeSFKM@gmail.com,https://www.facebook.com/southflorida.koshermeats/,https://www.instagram.com/s_florida_kosher/,monday,custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""17:00"";}",closed,,,custom,"a:1:{i:0;s:5:""08:00"";}",30/7/2019,23/7/2021,,,,
15728,Prime 41,"<h3 class=""x-el x-el-h1 c1-2o c1-2j c1-3 c1-4 c1-2k c1-17 c1-18 c1-1g c1-1a c1-4g c1-1z c1-20 c1-4h c1-1d c1-v c1-2m c1-2n x-d-ux x-d-aid x-d-route"" data-ux=""Heading"" data-aid=""HEADER_TAGLINE_RENDERED"" data-route=""tagline"">*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",,,,,,,Catering ,Meat,North America,USA,Florida,Miami,4101 Pine Tree Dr,33140,"4101 Pine Tree Dr, Miami Beach, FL 33140, USA",25.8140407,-80.1254986,,none,,,(305) 967-4618,,,https://www.facebook.com/prime41/,https://www.instagram.com/prime_41/,sunday,closed,"a:1:{i:0;s:5:""16:00"";}","a:1:{i:0;s:5:""22:00"";}",closed,"a:1:{i:0;s:5:""16:00"";}","a:1:{i:0;s:5:""22:00"";}",closed,"a:1:{i:0;s:5:""16:00"";}","a:1:{i:0;s:5:""22:00"";}",closed,"a:1:{i:0;s:5:""16:00"";}","a:1:{i:0;s:5:""22:00"";}",closed,,,closed,,,closed,"a:1:{i:0;s:5:""16:00"";}",19/4/2019,26/7/2021,,,,
20256,41 Pizza & Bakery,"<h3>Dairy Restaurant and  Bakery.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Pizza place, Bakery, Salads and Pastries.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,"Bakery,Pizzeria,Restaurant",Dairy(Cholov Yisroel),North America,USA,Florida,Miami,451 W 41st St,33140,"451 W 41st St, Miami Beach, FL 33140, USA",25.8141071,-80.1286502,KM,moderate,,https://koshermiami.org/establishments/41StreetPizzaBakery,(786) 517-3833,https://www.pizzadudemenu.com/,,https://www.facebook.com/41-Pizza-Bakery-111151600263390/,https://www.instagram.com/41pizza_and_bakery/?hl=en,monday,custom,11:00,"a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""14:00"";}",custom,"a:1:{i:0;s:5:""21:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}",12/11/2019,22/7/2021,,,,
9701,Noma Kosher Restaurant,"<h3>Unfortunately, this business closed due to the COVID-19 Pandemic.</h3>
<h3>Cholov Yisroel. Our staff has been there, and it's very impressive.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Dairy restaurant. Cholov Israel.</li>
 	<li>Noma Kosher brings exciting flavours of Kosher cuisine to Aventura and Miami in a progressively designed atmosphere. Our staff has been there, and it's very impressive.</li>
 	<li>Noma Kosher is beautiful venue with reasonable prices.</li>
 	<li>Located in Aventura, 19 miles north of Downtown Miami.</li>
 	<li><a href=""http://koshermiami.org/establishments/Noma"" target=""_blank"" rel=""noopener noreferrer"">Supervision by Kosher Miami</a>, The Vaad HaKashrus of Miami-Dade.</li>
</ul>",,,,,,,Restaurant,Dairy(Cholov Yisroel),North America,USA,Florida,Miami,3585 NE 207th St Suite C-1,33180,"3585 NE 207th St Suite C-1, Aventura, FL 33180, USA",25.9686235,-80.1297921,KM,moderate,,http://koshermiami.org/establishments/Noma,+1 305-974-0288,http://nomamiami.com/,,https://www.facebook.com/NomaMiami/,https://www.instagram.com/nomamiamiofficial/?hl=en,sunday,custom,"a:1:{i:0;s:5:""04:00"";}","a:1:{i:0;s:5:""23:00"";}",custom,"a:1:{i:0;s:5:""04:00"";}","a:1:{i:0;s:5:""23:00"";}",custom,"a:1:{i:0;s:5:""04:00"";}","a:1:{i:0;s:5:""23:00"";}",custom,"a:1:{i:0;s:5:""04:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,,,closed,"a:1:{i:0;s:5:""21:00"";}","a:1:{i:0;s:5:""01:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}",23/7/2018,26/7/2021,,,,
2838,Glick's Kosher Market,"<h3>Glicks provides strictly Kosher deli meats, shiva, appetising prepared foods, delicatessen and also provides catering in Delray Beach, FL.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Glicks Legacy of Fine Foods started with a simple family-run Kosher meat market in Brooklyn, New York.</li>
 	<li>In the early 1900's Sam Glick and his siblings emigrated from Russia and opened the first Glick Bros. Kosher Market. When Sam passed on, his wife Rachel and her sons Harold, Herman, and son-in-law, Jules Goldberg, took control of the business.</li>
 	<li>Because of their commitment to Superior Quality Meats, Glick Bros. grew to become the largest Kosher Meat chains in New York. By the mid-1900’s, there were more than twenty Glick Bros. stores in operation throughout New York.</li>
 	<li>In 1995, Jules son Gary relocated to south Florida with his family. Within a year Gary and his wife, Linda, built and opened Glicks Kosher Market in Delray Beach.</li>
 	<li>By implementing all that he had learned from working with his father for over twenty years, the store was an instant success.</li>
 	<li>In less than four years, Gary moved Glicks to a new location twice the size, creating a Kosher paradise.</li>
 	<li>Glicks foundation has always been based on Superior Quality Kosher Meats. Since opening in Florida Gary has taken Glicks to a whole new level.</li>
 	<li>Famous for its outstanding meat department, Glicks sells thousands of fresh soups and prepared meals weekly. Glicks Deli Counter is second to none.</li>
 	<li>In store barrel cured deli meats, smoked fish and appetisers; including a sensational variety of over forty delicious homemade salads, hand rolled blintzes, homemade knishes, kreplach, petcha and scrumptious Matzo Balls are all a part of what makes Glicks a daily destination.</li>
 	<li>For more information <a href=""http://glickskoshermarket.com/"" target=""_blank"" rel=""noopener noreferrer"">click here</a>.</li>
</ul>",,,,,,,Supermarket,,North America,USA,Florida,Delray Beach,7351 W Atlantic Ave,33446,"7351 W Atlantic Ave, Delray Beach, FL 33446, USA",26.4554204,-80.1605677,ORB,moderate,,https://orbonline.org/category/marketbutcher/,(561) 637-1717,http://glickskoshermarket.com/,glickskoshermarket@yahoo.com,https://www.facebook.com/GlickKosher/,,sunday,custom,09:00,"a:1:{i:0;s:5:""18:00"";}",custom,09:00,"a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""17:00"";}",closed,,,custom,"a:1:{i:0;s:5:""09:00"";}",3/10/2017,26/7/2021,,,,
1041,Kosher Kingdom,"<h3>Established Kosher market, butcher &amp; deli.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Great wine selection and prices.</li>
 	<li>Great meat selection.</li>
 	<li>Tough to find parking space on Friday.</li>
 	<li>Conveniently located next to a Walgreens and right outside Aventura Mall.</li>
 	<li>Pizza, burekas, and more.</li>
 	<li>KWB's staff is biased, since we know the owners for years.</li>
 	<li>Whether you need Glatt Kosher meats, Kosher grocery items, baked goods, or a catered event, Kosher Kingdom in South Florida has everything you need.</li>
 	<li>The Kingdom is a family owned and operated business, which is part of its charm.</li>
 	<li>The food will make you feel as though you are always in your Bubbie's kitchen. They have a full service catering department, an infamous deli coun<span class=""text_exposed_show"" style=""color: inherit; font-family: inherit; font-size: inherit;"">ter with delicious prepared foods, butcher shop, dairy section, produce, bakery, and a fully stocked wine cellar.</span></li>
</ul>",,,,,,,Supermarket,,North America,USA,Florida,Miami,3017 NE 199th St,33180,"3017 NE 199th St, Miami, FL 33180, USA",25.9625259,-80.1414509,KM,moderate,,http://koshermiami.org/establishments/KosherKingdom,+1 305-792-7988,http://kosherkingdom.com/,info@kosherkingdom.com,https://www.facebook.com/KosherKingdom/,https://www.instagram.com/kosher_kingdom/,monday,custom,07:30,"a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:30"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:30"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:30"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:30"";}","a:1:{i:0;s:5:""17:00"";}",closed,,,custom,"a:1:{i:0;s:5:""07:30"";}",14/8/2017,3/8/2021,,,,
22743,Street Kitchen,"<h3>Kosher Birds, Beef and Beers.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Restaurant,Meat,North America,USA,Florida,Miami,9460 Harding Ave,33154,"9460 Harding Ave, Surfside, FL 33154, USA",25.8845952,-80.1236881,KM,moderate,,https://koshermiami.org/establishments/StreetKitchen,+1 305-763-8267,https://streetkitchen.miami/,general@streetkitchen.miami,,https://www.instagram.com/streetkitchen.miami/?hl=en,monday,custom,17:00,"a:1:{i:0;s:5:""22:30"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""22:30"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""22:30"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""22:30"";}",closed,,,closed,"a:1:{i:0;s:5:""20:00"";}","a:1:{i:0;s:5:""23:00"";}",custom,"a:1:{i:0;s:5:""17:00"";}",31/3/2020,27/7/2021,,,,
18330,Dolci Peccati Gelato,"<h3>The sweetest truck on the road.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>All Gelato Varieties are Dairy, Non Cholov Yisroel only when bearing a KDM symbol.</li>
 	<li>All Sorbet varieties are Parve only when bearing a KM symbol.</li>
 	<li>Premium quality artisan GELATO!!!</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,"Catering ,Store",,North America,USA,Florida,Miami,274 NE 59th St,33137,"274 NE 59th St, Miami, FL 33137, USA",25.8295982,-80.1904522,KM,cheap,,http://koshermiami.org/establishments/DolciPeccatiGelato,+1 954-632-8551,http://www.dolcipeccatigelato.com,info@dolcipeccatigelato.com,https://www.facebook.com/dolcipeccatigelato/,https://www.instagram.com/dolcimiami/?hl=en,monday,custom,10:00,"a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""18:00"";}",custom,"a:1:{i:0;s:5:""13:00"";}","a:1:{i:0;s:5:""18:00"";}",closed,"a:1:{i:0;s:5:""10:00"";}",26/7/2019,23/7/2021,,,,
20383,Hadekel 1,"<h4>A place for coffee &amp; friends that will offer diners perfectly balanced coffee menu, pastry, and baking goods with an Israeli essence. The menu includes different bakes like hand made Burekas sandwich, artisan cured beet salmon sandwiche and much more.</h4>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Cafe and Breakfast place.</li>
 	<li><a href=""https://www.hadekel1.com/our-menu"">Menu</a></li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Cafe,Dairy(Cholov Yisroel),North America,USA,Florida,Miami,2500 NE 186th St,33180,"2500 NE 186th St, Miami, FL 33180, USA",25.9471377,-80.1507351,KM,moderate,,https://koshermiami.org/establishments/Hadekel,(561) 583-0238,https://www.hadekel1.com/,hello@hadekel1.com,https://www.facebook.com/Hadekel-1-102504617850241/,https://www.instagram.com/hadekel1/,monday,custom,08:30,"a:1:{i:0;s:5:""16:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""16:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""16:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""16:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""16:00"";}",closed,,,custom,"a:1:{i:0;s:5:""09:00"";}",27/11/2019,22/7/2021,,,,
18370,KOKOA,"<h3>Delicious Miami Kosher certified desserts, parve!</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>EVENTS: From Bar Mitzvahs, Birthdays, Anniversaries, to Bris, Kokoa customizes any event with your theme and budget to exceed your expectations and create unforgettable memories for all to enjoy.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Bakery,,North America,USA,Florida,Miami,18947 W Dixie Hwy,33180,"18947 W Dixie Hwy, Miami, FL 33180, USA",25.9507513,-80.1485061,KM,moderate,,http://koshermiami.org/establishments/Kokoa,(786) 930-1420,http://kokoadesserts.com,info@kokoadesserts.com,https://www.facebook.com/Kokoadesserts/,https://www.instagram.com/kokoadesserts/,monday,custom,09:00,"a:1:{i:0;s:5:""16:00"";}",custom,09:00,"a:1:{i:0;s:5:""16:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""17:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""17:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""15:00"";}",closed,,,closed,,27/7/2019,23/7/2021,,,,
18400,Mama Pizza & Coffee Shop,"<h3>Quality and service.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>A family owned takeout, delivery and catering restaurant.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,"Pizzeria,Restaurant",Dairy(Cholov Yisroel),North America,USA,Florida,Miami,19200 W Dixie Hwy,33180,"19200 W Dixie Hwy, Miami, FL 33180, USA",25.9531733,-80.1493677,KM,cheap,,http://koshermiami.org/establishments/MamasPizzaandCoffeeShop,(305) 974-5549,http://www.kosherpizzaaventurafl.com/,nissim@mamkosherpizza.com,https://www.facebook.com/kosherpizzaaventura/timeline,https://www.instagram.com/koshermamapizza/?hl=en,monday,custom,10:00,"a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""14:00"";}",custom,"a:1:{i:0;s:5:""20:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}",29/7/2019,23/7/2021,,,,
18488,Shirin Glatt,"<h3 class=""entry-title h1"">Bukharian Restaurant in Miami.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Menu include soups, sandwiches, salads, and more.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Restaurant,Meat,North America,USA,Florida,Miami,48 E Flagler St 2nd Floor #M43,33131,"48 E Flagler St 2nd Floor #M43, Miami, FL 33131, USA",25.7738025,-80.1923449,KM,moderate,,http://koshermiami.org/establishments/ShirinGlatt,(786) 615-5610,https://www.restaurantji.com/fl/miami/shirin-glatt-kosher-/,,,,monday,custom,12:00,"a:1:{i:0;s:5:""17:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""17:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""17:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""17:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""15:00"";}",closed,,,closed,,30/7/2019,23/7/2021,,,,
1058,Mozart Cafe (Sunny Isles),"<h3>Casual restaurant dishing up health-minded meals with quality fresh ingredients.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Dairy restaurant.</li>
 	<li>Mozart Cafe strives to create a diverse menu that can accommodate any palate.</li>
 	<li> You can enjoy fish, sushi, salads, and pizza.</li>
 	<li>Mozart Cafe Sunny Isles features dark espresso woods, custom booth seating, modern stone and nickel accents that will create the perfect ambience for your party or first date.</li>
 	<li>The modern chandeliers and pendant lights create a contemporary dinning atmosphere.</li>
</ul>",,,,,,,Restaurant,Dairy(Cholov Yisroel),North America,USA,Florida,Miami,18110 Collins Ave,33160,"18110 Collins Ave, Sunny Isles Beach, FL 33160",25.9438849,-80.1221859,Rav. D.Golowinski,moderate,,https://www.mozartcafeusa.com/kosher-certification,+1 305-974-0103,http://mozartcafeusa.com/,tomy@mozartrestaurants.com,https://www.facebook.com/mozartcafeusa/,https://www.instagram.com/mozartcafe_sunnyisles/,monday,custom,08:00,"a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}","a:1:{i:0;s:5:""15:30"";}",custom,"a:1:{i:0;s:5:""19:00"";}","a:1:{i:0;s:5:""01:00"";}",custom,"a:1:{i:0;s:5:""08:00"";}",14/8/2017,27/7/2021,,,,
1063,Soho Asian Bar and Grill,"<h3>Contemporary eatery with a varied menu of Chinese &amp; Japanese dishes.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Soho Asian Bar &amp; Grill is located in Aventura, Florida.</li>
 	<li>This restaurant offers a wide variety of cuisines – everything from Asian dishes, sushi, steakhouse favourites, and signature tapas.</li>
</ul>
<p align=""center""></p>",,,,,,,Restaurant,Meat,North America,USA,Florida,Miami,19004 NE 29th Ave,33180,"19004 NE 29th Ave, Aventura, FL 33180, USA",25.9513763,-80.1434960,KM,moderate,,http://koshermiami.org/establishments/SohoAsianBarandGrill,+1 305-466-5656,https://www.sohoasiangrill.com/,info@sohoasiangrill.com,https://www.facebook.com/sohoasianbargrill/,https://www.instagram.com/sohoasianbargrill/,monday,custom,17:00,"a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""00:00"";}",closed,,,custom,"a:1:{i:0;s:5:""21:30"";}","a:1:{i:0;s:5:""00:00"";}",custom,"a:1:{i:0;s:5:""15:00"";}",14/8/2017,27/7/2021,,,,
18741,Smoke'd BBQ,"<h3>Smokehouse and burgers.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Certified Glatt Kosher Under MDK Kosher Rabbi Manish Spitz.</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,,,,Restaurant,Meat,North America,USA,Florida,Miami,723 Lincoln Ln N,33139,"723 Lincoln Ln N, Miami Beach, FL 33139, USA",25.7917944,-80.1360224,KDM,moderate,,http://koshermiami.org/establishments/,(305) 401-6670,http://www.smokedbbqmiami.com/,info@smokedbbqmiami.com,https://www.facebook.com/smokedbbqmiami/,https://www.instagram.com/smokedbbqmiami/,monday,custom,12:00,"a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""12:00"";}",6/8/2019,23/7/2021,,,,
4260,Kastner's Market,"<h3>Old-school market carries a selection of kosher grocery items, produce, baked goods &amp; prepared fare.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Located in Miami Beach, Kastner's Market is the neighbourhood's kosher supermarket. Kastner’s Market was founded many years ago on hard work and dedication.</li>
 	<li>In 2007 it was purchased by Aron and Rachel Wasser, who also own Capri Restaurant, and they have continued that tradition with the same staff and excellence of choices you have come to expect.</li>
</ul>",,,,,,,Supermarket,,North America,USA,Florida,Miami,700 Arthur Godfrey Rd,33140,"700 Arthur Godfrey Rd, Miami Beach, FL 33140, USA",25.8136791,-80.1310560,OK,moderate,,http://www.ok.org/consumers/ok-certified-restaurants/,+1 305-535-2255,http://www.kastnersmarket.com/,aron@kastnersmarket.com,https://www.facebook.com/Kastnersmarket/,,monday,custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""15:00"";}",closed,,,custom,"a:1:{i:0;s:5:""07:30"";}",18/10/2017,26/7/2021,,,,
