ID,Title,Content,ClosedorQuestionable,Chabad Status,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,listing_thumbnail,_listing_phone,_listing_kosher,_listing_website,_listing_pricing_range,geolocation_lat,geolocation_long,_listing_location,_listing_social__facebook,_listing_kosher_url,_listing_email,_listing_working_hours,_listing_monday_hours_radio,_listing_monday_hours_open,_listing_monday_hours_close,_listing_tuesday_hours_radio,_listing_tuesday_hours_open,_listing_tuesday_hours_close,_listing_wednesday_hours_radio,_listing_wednesday_hours_open,_listing_wednesday_hours_close,_listing_thursday_hours_radio,_listing_thursday_hours_open,_listing_thursday_hours_close,_listing_friday_hours_radio,_listing_friday_hours_open,_listing_friday_hours_close,_listing_saturday_hours_radio,_listing_saturday_hours_open,_listing_saturday_hours_close,_listing_sunday_hours_radio,_listing_sunday_hours_open,_listing_social__instagram,DateCreated,_listing_confirmed,Status,Content_Tagline,Content_Description,Content_Images,Content_Video,Content_Menu_or_URL,street_address,zip_code,KWB_Highlight,More Information:
14005,"Ice Sushi Saint - Marguertie, Marseille","<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,moderate,43.2693077,5.4034859,"19 Boulevard de Sainte-Marguerite, 13009 Marseille, France",,,,,,,,,,,,,,,,,,,,,,,,,,8/11/2018,,,,,,,,,,,
2494,Shai Nat Han,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Pareve,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,01 43 59 48 36,,,none,48.8710947,2.2916607,"26 Rue Lauriston, 75116 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,27/8/2017,14/4/2021,,,,,,,,,,
6877,Flipside Burger Bar Golders Green,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,United Kingdom,England,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+44 20 8731 8928,,https://www.facebook.com/Flipside-Burger-Bar-Golders-Green-273498936322279/,moderate,51.5736152,-0.2006552,"115 Golders Green Rd, London NW11 8HR, UK",,,,,,,,,,,,,,,,,,,,,,,,,,30/4/2018,9/3/2021,,,,,,,,,,
10789,Smokey Joes Kosher BBQ,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",,North America,USA,New Jersey,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(201) 836-7427,,https://locu.com/places/smokey-joes-kosher-bbq-teaneck-us/#menu,moderate,40.8893408,-74.0234252,"494 Cedar Ln, Teaneck, NJ 07666",,,,,,,,,,,,,,,,,,,,,,,,,,6/8/2018,,,,,,,,,,,
3572,Hero's Eatery,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Pareve,North America,USA,Florida,Jacksonville,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 904-337-1159,,http://www.heroseatery.com/,moderate,30.1454322,-81.6332770,"12276 San Jose Blvd #709, Jacksonville, FL 32223, USA",https://www.facebook.com/heroseatery/?ref=page_internal,,,,,,,,,,,,,,,,,,,,,,,,,14/9/2017,18/8/2021,,,,,,,,,,
3837,Tchik Tchak,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 42 74 44 44,,,none,48.8577139,2.3587998,"44 Rue des Rosiers, 75004 Paris, France",,,,saturday,closed,11:00,"a:1:{i:0;s:5:""19:30"";}",closed,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:30"";}",closed,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:30"";}",closed,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""19:30"";}",closed,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""17:00"";}",closed,,,closed,"a:1:{i:0;s:5:""11:00"";}",,5/9/2017,27/8/2019,,,,,,,,,,
9247,Carne restaurant,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Asia,Turkey,,Istanbul,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+90 212 260 84 25,,,moderate,41.0523772,29.0333386,"Muallim naci Cad Ortakoy, Istanbul, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,19/6/2018,12/2/2021,,**PERMANENTLY CLOSED**,"KWB’s Highlights:

This place is permanently closed.",,,,Muallim naci Cad Ortakoy,,,
1986,En cas d'encas Paris 17,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 46 22 46 00,,,none,48.8878784,2.3063927,"36 Boulevard Pereire, 75017 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,3/9/2017,22/4/2021,,,,,,,,,,
4474,Slice of Life,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Food,Dairy(Cholov Yisroel),North America,USA,Illinois,Chicago,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 847-674-2021,,,moderate,42.0411537,-87.7669354,"4120 W. Dempster, Skokie, IL 60076, USA",,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2017,26/1/2021,,,,,,,,,,
8357,Shuva Israel,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Synagogue,,Asia,China,Hong Kong,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,68018725,,http://www.shuva-israel.com/,moderate,22.2853711,114.1556459,"Hong Kong, Central, Connaught Rd Central, 61號3rd floor Fortune House",,,,,,,,,,,,,,,,,,,,,,,,,,17/5/2018,12/2/2021,,,,,,,,,,
13437,Un Sourire Sous L'olivier,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Pareve,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 4 91 52 75 42,,,moderate,43.2969737,5.3691591,"4 Rue du Lacydon, 13002 Marseille, France",https://www.facebook.com/UnSourireSousLOlivier/,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2018,23/4/2021,,,,,,,,,,
2810,Skewers Steakhouse,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,North America,USA,New York,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 516-284-7313,,http://www.skewers.rest/,moderate,40.6246412,-73.7368450,"274-296 Burnside Avenue Lawrence, NY 11559",,,,,,,,,,,,,,,,,,,,,,,,,,5/10/2017,7/4/2021,,,,,,,,,,
13446,Le Delicatessen,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,43.2930446,5.3761053,"55 Rue Francis Davso, 13001 Marseille, France",https://www.facebook.com/LE-DELICATESSEN-cacher-305016469525432/,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2018,23/4/2021,,,,,,,,,,
1938,Kaplan's Deli,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,48.8833470,2.3881660,"107, rue Manin 75019 Paris",https://www.facebook.com/Kaplans-Deli-703199466516575/,,,,,,,,,,,,,,,,,,,,,,,,,3/9/2017,21/4/2021,,,,,,,,,,
2598,Dody's by Yarden,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,01 47 70 06 13,,,none,48.8737304,2.3439586,"9 Rue Geoffroy-Marie, 75009 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,26/8/2017,14/4/2021,,,,,,,,,,
3766,The Lower East Side,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant,Delivery/Pickup",Meat,North America,USA,Florida,Orlando,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,28.3841325,-81.5009179,"8548 Palm Pkwy, Orlando, FL 32836, USA",,,,,,,,,,,,,,,,,,,,,,,,,,7/9/2017,18/8/2021,,,,,,,,,,
6865,Flipside Burger Bar Shenley Road,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,United Kingdom,England,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+44 20 8207 1993,,,moderate,51.6551249,-0.2775057,"47 Shenley Rd, Borehamwood WD6 1AE, UK",,,,,,,,,,,,,,,,,,,,,,,,,,30/4/2018,9/3/2021,,,,,,,,,,
2240,La Cantina Di Alfredo,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,48.8700945,2.2841170,6 avenue Bugeaud 75116 Paris,,,,,,,,,,,,,,,,,,,,,,,,,,30/8/2017,21/4/2021,,,,,,,,,,
2189,Le Petit Télégraphe,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,01.42.36.40.83,,,moderate,48.8677209,2.3488142,"3, rue des Forges 75002 Paris",,,,,,,,,,,,,,,,,,,,,,,,,,30/8/2017,20/4/2021,,,,,,,,,,
2395,Bistro 85,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Pareve,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 45 74 01 02,,,none,48.8797321,2.2884742,"85 Avenue des Ternes, 75017 Paris, France",,,,monday,,,,,,,,,,,,,,,,,,,,,,28/8/2017,19/4/2021,,,,,,,,,,
2184,Little Trendy,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",Pareve,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,moderate,48.8517730,2.2774090,"7 bis, rue de Boulainvilliers 75016 Paris",,,,,,,,,,,,,,,,,,,,,,,,,,30/8/2017,20/4/2021,,,,,,,,,,
2642,Reubens (Glatt Meat),"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,United Kingdom,England,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,0207 486 0035,,http://www.reubensrestaurant.co.uk/,moderate,51.5198519,-0.1567822,"79 Baker St, Marylebone, London W1U 6RG, UK",,,,,,,,,,,,,,,,,,,,,,,,,,25/8/2017,9/3/2021,,,,,,,,,,
13477,Kosh Burger Bar & Chinese Food,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 4 93 04 70 47,,,moderate,43.7018041,7.2640636,"2 Rue Paganini, 06000 Nice, France",,,,,,,,,,,,,,,,,,,,,,,,,,23/10/2018,23/4/2021,,,,,,,,,,
11531,Eagel's Heimishe Bakery,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Bakery,,North America,USA,New York,Brooklyn,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 718-853-9082,,,moderate,40.6409926,-73.9856085,"3801 13th Ave, Brooklyn, NY 11218, USA",,,,,,,,,,,,,,,,,,,,,,,,,,30/8/2018,24/3/2021,,,,,,,,,,
1762,Restaurant Matann,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant,Delivery/Pickup",Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,01 46 22 59 92,,,none,48.8844699,2.2995687,103 avenue de Villiers 75017 Paris,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2017,6/3/2020,,,,,,,,,,
12057,Garden of Eat-in,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,"Pareve,Dairy(Cholov Yisroel)",North America,USA,New York,Brooklyn,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(718) 252-5289,,,none,40.6249328,-73.9617089,"1416 Avenue J, Brooklyn, NY 11230",https://www.facebook.com/pages/Garden-of-Eat-In-Corp/111607662209696?fref=mentions,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/garden_of_eat_in_/,15/8/2018,31/3/2021,,,,,,,,,,
1931,L'Origami,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Pareve,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 42 01 05 47,,,none,48.8805411,2.3750976,"53 Avenue Secrétan, 75019 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,3/9/2017,21/4/2021,,,,,,,,,,
6841,Isola Bella,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Dairy(Cholov Yisroel),Europe,United Kingdom,England,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+44 20 8455 2228,,https://isolabella.co.uk/,moderate,51.5733921,-0.2004626,"111A-113 Golders Green Rd, London NW11 8HR, UK",,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2018,9/3/2021,,,,,,,,,,
12185,Dinky Donuts,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",,North America,USA,Michigan,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(248) 671-3001,Non-Orthodox certification,,moderate,42.3407139,-83.3885999,"35000 Warren Rd, Westland, MI 48185, USA",,,,,,,,,,,,,,,,,,,,,,,,,,13/8/2018,20/1/2021,,,,,,,,,,
4592,Jerusalem Glatt Kosher Restaurant,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,North America,USA,New Jersey,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 609-822-2266,,http://jerusalemac.com/,moderate,39.3434610,-74.4706820,"5200 Ventnor Ave, Ventnor City, NJ 08406, USA",,,,,,,,,,,,,,,,,,,,,,,,,,15/10/2017,5/3/2020,,,,,,,,,,
2627,Il Conte,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,01 49 53 01 21,,,none,48.8737283,2.3068224,"36 Rue de Berri, 75008 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,25/8/2017,13/4/2021,,,,,,,,,,
3798,Ponzu,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Pareve,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 45 05 40 40,,,moderate,48.8835947,2.2964306,"87 Avenue Niel, 75017 Paris, France",https://www.facebook.com/restaurantponzu/,,contact@ponzu.fr,saturday,closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""14:30"";}",closed,,,closed,"a:1:{i:0;s:5:""12:00"";}",,6/9/2017,6/3/2020,,,,,,,,,,
7927,Asian Grill Fusion Steak House,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,South America,Argentina,Buenos Aires,Palermo,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+54 11 4772-9892,,,none,-34.5897747,-58.4371073,"Cordoba 5300 1414 Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,3/6/2018,30/4/2021,,,,,,,"Cordoba 5300 1414 Buenos Aires,",5300,,
12635,"Laffa Bar, Sidney","<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",,Oceania,Australia,New South Wales,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+61 2 9130 3514,,https://www.laffabar.com.au/,none,-33.8888581,151.2708286,"99 Hall St, Bondi Beach NSW 2026, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,26/9/2018,21/8/2019,,,,,,,99 Hall St,2026,,
1740,Mipi El,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 40 18 16 16,,,none,48.8808019,2.3745179,"41 Avenue Secrétan, 75019 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2017,6/3/2020,,,,,,,,,,
8363,Jerusalem Grill,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>
&nbsp;",checked,,Restaurant,"Meat,Pareve",Central America,Mexico,Baja California Sur,Tijuana,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,moderate,32.5150525,-117.0211666,"Blvrd Cuauhtemoc Sur Pte 3000 Col. Gabilondo 04370 Tijuana, Baja California Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,17/5/2018,14/7/2021,,,,,,,Blvrd Cuauhtemoc Sur Pte 3000 Col,04370,,
9110,"Tib's Dinner, Paris France","<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>
&nbsp;",checked,,"Delivery/Pickup,Pizzeria,Restaurant",Dairy(Cholov Yisroel),Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,01 42 45 00 45,,,moderate,48.8823216,2.2913972,"51 Rue Bayen, 75017 Paris, Francia",https://www.facebook.com/tibs19/,,,,,,,,,,,,,,,,,,,,,,,,,24/6/2018,23/4/2021,,,,,,,,,,
1895,La Marina Manin,"<h3>**PERMANENTLY CLOSED**</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>
&nbsp;",checked,,"Food,Pizzeria,Restaurant",Dairy (Cholov Stam),Europe,France,,Paris,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+33 1 42 01 36 26,,,none,48.8860881,2.3935786,"159 Rue Manin, 75019 Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,3/9/2017,22/4/2021,,,,,,,,,,
