ID,Title,Content,Content_Tagline,Content_Description,Content_Video,Content_Images,listing_thumbnail,ClosedorQuestionable,Chabad Status,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,_listing_phone,_listing_kosher,_listing_website,_listing_pricing_range,geolocation_lat,geolocation_long,_listing_location,street_address,zip_code,_listing_social__facebook,_listing_kosher_url,_listing_email,_listing_social__instagram,DateCreated,_listing_confirmed,Status,Content_Menu_or_URL
1158,JCC KOBE (Run by Chabad),"<h3>Run by Chabad, Kosher kitchen and amazing Shabbat meals.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>This is a hidden gem!</li>
 	<li><strong>They can deliver sandwiches, fresh, double wrapped dinner that you microwave in your hotel anywhere in Kobe or Japan. Hands down the best service that KWB has seen.</strong></li>
 	<li>Their women's mikvah was designed by the Lubavitcher Rebbe. Ask to hear the amazing story!</li>
 	<li>The Jewish community of Kobe goes back over 100 years. This synagogue now has a Chabad rabbi, and together with his wife, they do an amazing job, including food delivery and pick up.</li>
 	<li>The shul is not a restaurant but you <span style=""text-decoration: underline;"">can</span> sit down and eat there, and you should stop there no matter what.</li>
 	<li>Shabbat meals are amazing and they have a lot of room, even for large groups.</li>
 	<li>Kobe is a pretty city, we recommend you spend one day and Shabbat there, possibly on the way to Kyoto or Hiroshima.</li>
 	<li>Very outdated website.</li>
</ul>
<p style=""text-align: center;""><img class=""aligncenter wp-image-12632"" src=""https://kosherwithoutborders.com/wp-content/uploads/2017/08/Screen-Shot-2017-08-09-at-11.02.52-AM.png"" alt="""" width=""600"" height=""358"" /></p>",,,,,,,Official,"Chabad ,Jewish Life,Synagogue,Restaurant,Mikvah(Women's),Delivery/Pickup,Catering ",,Asia,Japan,Hyōgo-ken,Kobe,,Chabad Kobe,http://www.jcckobe.org/,moderate,34.6993664,135.1871021,"4 Chome-12-12 Kitanochō, Chūō-ku, Kōbe-shi, Hyōgo-ken 650-0002, Japan",4 Chome-12-12 Kitanochō,650-0002,,,,,9/8/2017,22/2/2021,,
1270,Pushkar Chabad,"<h3>An oasis in India's chaos. With a milk restaurant.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li><strong>For the updated and complete directory of kosher providers in India, <a href=""https://kosherwithoutborders.com/explore/?search_location=India"" target=""_blank"" rel=""noopener noreferrer"">CLICK HERE </a>.</strong></li>
 	<li>An oasis in India's chaos.</li>
 	<li>Make sure to make time to chat with the rabbi and staff.</li>
 	<li>Milk restaurant available.</li>
 	<li>They have a working women's mivkah.</li>
 	<li>There are ongoing classes and one-on-one Torah learning.</li>
 	<li>Not open all year around. Contact them for more details: <a href=""mailto:chabadpushkar@gmail.com"">chabadpushkar@gmail.com</a>.</li>
 	<li>For more info about kosher food (catering) in Pushkar, <a href=""https://www.indiakoshertravel.com/Kosher_Catering_services"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/90521688_2955182387906381_6961520071256571904_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=gAs5tYN-jisAX9ueiku&_nc_ht=scontent-lga3-1.xx&oh=00_AT8m5NoumF94ks6tlW41AXXqXk3N853Jyj6ZvNjDWhUYGA&oe=61E88EC5   https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/90510577_2955182204573066_1306816844316803072_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=cYX5EmqsMToAX9cEjf8&_nc_ht=scontent-lga3-1.xx&oh=00_AT8pBr7ip-KXAr5zBKu27_qUQLEY8Y-MyXnA8__flFhWew&oe=61E88C24   https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/78157858_2692313117526644_6314177326183612416_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=730e14&_nc_ohc=9G0K1Ku92HEAX9V8aNu&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-lga3-1.xx&oh=00_AT9llsOiqmbBnlUFppVMcmDroV-rN7a5OXynYUUR2J1pGg&oe=61E7089A,,,Unofficial,"Chabad ,Mikvah(Women's),Jewish Life,Synagogue,Restaurant",,Asia,India,Rajasthan,Pushkar,+91 98287 70770,,http://www.chabadindia770.com/129567/ChabadLubavitchPushkarIndia-seasonal,none,26.4848589,74.5675718,"ajmer, Panch Kund Road, Pushkar, Rajasthan 305022, India","ajmer, Panch Kund Road",305022,https://www.facebook.com/chabadpushkar/,,chabadpushkar@gmail.com,,9/8/2017,22/2/2021,,
1292,Chabad Manila (Philippines),"<h3>Main Chabad House in the Philippines.</h3>
<strong>KWB'S Highlights:</strong>
<ul>
 	<li>Beautiful Shabbat dinners.</li>
 	<li>Open all year round.</li>
 	<li>In 2018 they inaugurated a new and beautiful building.</li>
 	<li>Meat, chicken and Kosher products imported from the US are available for sale. Check out this <a href=""http://chabadph.blogspot.com/2015/02/blog-post.html?m=1"" target=""_blank"" rel=""noopener noreferrer"">list</a> for reference.</li>
 	<li>Warning: Bread in the Philippines may contain lard from pig fat.</li>
 	<li>Kosher restaurant with a full menu. You can either eat in, order to takeaway or to be delivered to your hotel.</li>
 	<li>Offers price deals to Vive Hotel for guests coming from Chabad. For other hotel recommendations near Chabad, please click <a href=""http://www.chabad.ph/hotels.php"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>Recommended travel agency: <a href=""http://www.tourismo-filipino.com/"" target=""_blank"" rel=""noopener noreferrer"">Tourismo Filipino</a> (run by Israelis).</li>
 	<li>Chabad of the Philippines offers a home away from home and a base of knowledge and assistance to all who pass through and live in the Philippines. It is located inside a gated residential area.</li>
 	<li>You can follow updated schedules <a href=""https://www.facebook.com/Chabad-of-the-Philippines-105854149466505/"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
</ul>
<p style=""text-align: center;""><img class=""size-medium wp-image-11395 aligncenter"" src=""https://kosherwithoutborders.com/wp-content/uploads/2017/08/Phil_Manila_Chabad-300x300.jpg"" alt="""" width=""300"" height=""300"" /></p>
<p style=""text-align: center;""><strong>Rabbi Yossi and Mrs. Tiferes Levy</strong></p>
<p style=""text-align: center;"">Rabbi Yossi's Direct Landline: (02) 622-2668
Mrs. Tiferes Levy:  +63-917-825-5770
Mrs. Tiferes Levy Direct Landline: (02) 622-6677
US Number: (1-718) 705-4646
Israeli Number: 03-9770-849 Extension 1</p>",,,,,,,Unofficial,"Chabad ,Shabbat Meals,Synagogue,Jewish Life",,Asia,Philippines,Metro Manila,Makati,+632-895-9737,,http://www.chabad.ph/,none,14.5676582,121.0256256,"2027 M. Layug Street San Miguel Village Makati City, Manila Philippines 1210",2027 M. Layug Street San Miguel Village ,1210,https://www.facebook.com/Chabad-of-the-Philippines-105854149466505/,,info@chabad.ph,,9/8/2017,22/2/2021,,
1478,Chabad Girona (Kosher Takeaway),"<h3>A new Jewish centre, with Shabbat services and takeaway food. Girona is the birthplace of the Ramban.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This Chabad gives a huge opportunity to Kosher travellers.</li>
 	<li>Girona is an unreal city packed with Jewish history from before the Spanish inquisition.</li>
 	<li>Home of the Ramban (with a NUN), Jewish museums and an ancient Mikvah.</li>
 	<li>The old city has a similar feel to the old city of Jerusalem (lehavdil).</li>
 	<li>The Girona Jewish centre is located 1.5 hours driving from Barcelona, Spain.</li>
 	<li>If you are visting the Barcelona and enjoying the great Kosher restaurants there, we really really recommend taking a short drive to Girona.</li>
 	<li>It is run by a young Chabad Rabbi from Argentina, Rabbi Rosenberg, very helpful, devoted and caring.</li>
 	<li>His centre in the historical part of the city, minutes away from the Jewish museum.</li>
 	<li>Contact him at least 24hrs so he can have Kosher food ready for you!</li>
 	<li>Shabbat: Friday night at 8:00 PM and Shabbat morning at 10:30 AM.</li>
 	<li>Shabbat dinner at the rabbi's house, and you must let them know before.</li>
 	<li>Rabbi's whatsapp number: +972544561735.</li>
</ul>",,,,,,,Official,"Chabad ,Jewish Life,Shabbat Meals,Delivery/Pickup,Synagogue",,Europe,Spain,,,+34631394794,Chabad Girona.,,moderate,41.9866341,2.8250123,"Gicarrer de la força girona 29, Spain",Gicarrer de la força girona 29,,,,chani.po@gmail.com,,6/8/2017,16/8/2021,,
1485,Chabad house Puerto Vallarta (food delivery),"<h3>Friendly Chabad House.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>First official Jewish centre of Puerto Vallarta, Mexico.</li>
 	<li>Run by rabbi Hecht and his wife.</li>
 	<li>Service offered, all of a regular Chabad House including Jewish schools.</li>
 	<li>Kosher food delivery to your hotel, with 24 hours advance notice, not a sit-down restaurant.</li>
 	<li>They do not deliver to Vidanta Resort in Nuevo Vallarta.</li>
 	<li>See our hotel, and airbnb, recommendations. Please share yours!</li>
 	<li>For more information you may visit their <a href=""https://www.koshervallarta.com/menu"" target=""_blank"" rel=""noopener noreferrer"">website</a>.</li>
</ul>
&nbsp;

&nbsp;

&nbsp;

&nbsp;",,,,,,,Official,"Chabad ,Food,Delivery/Pickup,Shabbat Meals,Jewish Life",,Central America,Mexico,,Jalisco,+52-1-322-141-7279,,http://www.chabadvallarta.com/templates/articlecco_cdo/aid/3485783,moderate,20.6389961,-105.2353107,"15-121 Los Francisco Medina Ascencio Km 2.5, Av Los Tules, Las Glorias, 48333 Puerto Vallarta, Jal., Mexico",,,https://www.facebook.com/ChabadPV/,,info@chabadvallarta.com,,6/8/2017,14/7/2021,,
12749,Chabad of St. Maarten/Martin,"<h3>Chabad in construction. Donations needed.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>They offer meals to go. Orders should be placed at least 3 days in advance to ensure availability. No cancellations/refunds within 48 hours. For ordering click <a href=""https://www.jewishsxm.com/templates/articlecco_cdo/aid/3502168/jewish/Kosher-Meals-to-Go.htm"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>Holiday hospitality. For information click <a href=""https://www.jewishsxm.com/templates/articlecco_cdo/aid/1124816/jewish/Chabad.htm"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>Kosher store.</li>
 	<li>Synagogue.</li>
 	<li>There is no mikvah on the premises.</li>
 	<li>Service at Chabad House: Early childhood centre, preschool early childhood centre, preschool children's club, children's club.
<ul>
 	<li>Bar/Bat Mitzvah instruction, holiday awareness programmes, and communal lectures.</li>
</ul>
</li>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t31.18172-8/17212043_710137145813408_5049909423799226934_o.jpg?_nc_cat=107&ccb=1-5&_nc_sid=e3f864&_nc_ohc=uhvH9zx6jJ0AX9c2HbA&tn=81fEm_zbdg4-TffG&_nc_ht=scontent-lga3-1.xx&oh=7a0129b5205f82063fcd2b59502232ad&oe=61B7A905 https://w2.chabad.orhttps://w2.chabad.org/media/images/1116/XMTX11160308.jpg https://w2.chabad.org/media/images/1128/qvXu11287592.jpg,,,Official,"Chabad ,Food,Delivery/Pickup,Shabbat Meals,Jewish Life",,Central America,Sint Maarten,,,+1 721-520-1717,,https://www.jewishsxm.com/,moderate,18.0317131,-63.0920832,"2 Onyx Road, Simpson Bay, Sint, Maarten, Simpson Bay, Sint Maarten",,,https://www.facebook.com/chabadsmaarten,,,,19/9/2018,28/7/2021,,
1530,Chabad Tokyo & Kosher Restaurant (Rabbi Mendy),"<h3>Chabad House of Tokyo, Japan, run by Rabbi Mendy.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>This is the official Chabad in Tokyo. There is a Kosher restaurant located in the Chabad House called Chana's Place and it's open year-round.</li>
 	<li>You can order a dinner plate to be delivered anywhere in Japan for about $35.00. This is one of the best Kosher travel services KWB has ever experienced.  It comes double wrapped so you can warm it up in a non-Kosher microwave. The quality of the food is top notch.</li>
 	<li>Shabbat is amazing there.</li>
 	<li>See our hotel, Airbnb, and serviced apartments (for long-term stays) recommendations.</li>
 	<li><span style=""color: inherit; font-family: inherit; font-size: inherit;"">Chabad Tokyo caters to large tourist groups too.</span></li>
 	<li>Rabbi Mendy's brother is the rabbi in the <a href=""https://kosherwithoutborders.com/listings/jcc-kobe-run-by-chabad/"" target=""_blank"" rel=""noopener noreferrer"">Kobe Synagogue</a>. A great place to buy food and spend
Shabbat on the way to <a href=""https://kosherwithoutborders.com/listings/hiroshima-peace-memorial-museum-japan/"" target=""_blank"" rel=""noopener noreferrer"">Hiroshima</a>. More about them on their <a href=""https://kosherwithoutborders.com/listings/jcc-kobe-run-by-chabad/"" target=""_blank"" rel=""noopener noreferrer"">website</a>.</li>
</ul>
<strong>More details:</strong>
<ul>
 	<li>A KWB staff member spent two months living near the Chabad House.</li>
 	<li>Rabbi Mendy and his wife Chana are very friendly and welcoming to all guests.</li>
 	<li>There is a small community of Jewish expats that live in Tokyo, and many visitors, businessmen, tourists, and students.</li>
 	<li>Shabbat there is very special. A small place with a huge heart. KWB recommends it highly.</li>
 	<li>All information on this site is biased because we like them so much.</li>
 	<li>Their website needs some TLC and is not updated often.</li>
</ul>
<p style=""text-align: center;""></p>","Chabad House of Tokyo, Japan, run by Rabbi Mendy.","KWB’s Highlights:

This is the official Chabad in Tokyo. There is a Kosher restaurant located in the Chabad House called Chana’s Place and it’s open year-round.
You can order a dinner plate to be delivered anywhere in Japan for about $35.00. This is one of the best Kosher travel services KWB has ever experienced.  It comes double wrapped so you can warm it up in a non-Kosher microwave. The quality of the food is top notch.
Shabbat is amazing there.
See our hotel, Airbnb, and serviced apartments (for long-term stays) recommendations.
Chabad Tokyo caters to large tourist groups too.
Rabbi Mendy’s brother is the rabbi in the Kobe Synagogue. A great place to buy food and spend
Shabbat on the way to Hiroshima. More about them on their website.
More details:

A KWB staff member spent two months living near the Chabad House.
Rabbi Mendy and his wife Chana are very friendly and welcoming to all guests.
There is a small community of Jewish expats that live in Tokyo, and many visitors, businessmen, tourists, and students.
Shabbat there is very special. A small place with a huge heart. KWB recommends it highly.
All information on this site is biased because we like them so much.
Their website needs some TLC and is not updated often.",,,,,Official,"Chabad ,Mikvah(Women's),Jewish Life,Restaurant,Synagogue,Delivery/Pickup",Meat,Asia,Japan,Tokyo,Minato,81-3-5789-2846,,https://www.chabad.jp,none,35.6408781,139.7374949,"1-5-23 Takanawa Tokyo, Minato-ku 108-0074 Japan",1-5-23 Takanawa Tokyo,108-0074,https://www.facebook.com/chabadjapan/,,rabbi@chabadjapan.com,,5/8/2017,22/2/2021,,
1700,"Women's Mikvah, Istanbul","<h3>Women's mikvah in Istanbul.</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Women Mikvah appointments can be made through Mrs. Stella Nakri.</li>
</ul>",Women’s mikvah in Istanbul.,"KWB’s Highlights:

Women Mikvah appointments can be made through Mrs. Stella Nakri.",,"https://storage.googleapis.com/afs-prod/media/media:641b6b0bb89d42ddb8aba9b349e50546/2464.jpeg
",,,Not Chabad,"Chabad ,Mikvah(Women's),Jewish Life",,Asia,Turkey,,,+90 535 655 8964,,,moderate,41.0082376,28.9783589,"Istanbul, Turkey",,,,,,,4/9/2017,,,
1702,Chabad of Istanbul,"<h3>Chabad in Istanbul.</h3>
<h5>KWB's Highlights:</h5>
<ul>
 	<li>Chabad of Istanbul is run by Rabbi Mendy Chitrik who came with his wife several years ago.</li>
 	<li>They <strong>do not</strong> have a website.</li>
 	<li>While the Sephardic community is very active, Chabad was founded with the goal of helping locals, expats, and travelers alike.</li>
 	<li>Due to security reasons<span style=""color: inherit; font-family: inherit; font-size: inherit;"">, we cannot display the address, but if you would like to attend you should send them an email to <a href=""mailto:rabbi@rabbimendy.com"" target=""_blank"" rel=""noopener noreferrer"">rabbi@rabbimendy.com</a> with the following information:</span>
<ul>
 	<li>Copy of passport.</li>
 	<li>Name of the hotel you're staying.</li>
 	<li>Dates you plan to visit.</li>
 	<li>Names of the community and rabbi you attend at home.</li>
</ul>
</li>
 	<li>If you stay in the Taksim square area you would be in close proximity to the synagogues (20 minute walk).</li>
 	<li>There is also a small meat restaurant open for lunch at the <a href=""https://kosherwithoutborders.com/listings/bet-israel-synagogue/"" target=""_blank"" rel=""noopener noreferrer"">Bet Israel Synagogue</a> (under the supervision of the Turkish Rabbinate).</li>
 	<li>You can find more information about the places we have visited and the restaurants in Istanbul by <a href=""https://kosherwithoutborders.com/explore/?search_location=Turkey"" target=""_blank"" rel=""noopener noreferrer"">clicking here</a>.</li>
 	<li>Have you been there? Let us know more!</li>
 	<li>Once Lipa Schmeltzer was stuck in Istanbul for Shabbat. Where did he go? You guessed it!</li>
</ul>",Chabad in Istanbul.,"KWB’s Highlights:
Chabad of Istanbul is run by Rabbi Mendy Chitrik who came with his wife several years ago.
They do not have a website.
While the Sephardic community is very active, Chabad was founded with the goal of helping locals, expats, and travelers alike.
Due to security reasons, we cannot display the address, but if you would like to attend you should send them an email to rabbi@rabbimendy.com with the following information:
Copy of passport.
Name of the hotel you’re staying.
Dates you plan to visit.
Names of the community and rabbi you attend at home.
If you stay in the Taksim square area you would be in close proximity to the synagogues (20 minute walk).
There is also a small meat restaurant open for lunch at the Bet Israel Synagogue (under the supervision of the Turkish Rabbinate).
You can find more information about the places we have visited and the restaurants in Istanbul by clicking here.
Have you been there? Let us know more!
Once Lipa Schmeltzer was stuck in Istanbul for Shabbat. Where did he go? You guessed it!",,"https://w2.chabad.org/media/images/1089/wpeC10895305.jpg?_i=_nF72F3FCB89E9790A548A28674376BE69
https://chabadinfo.com/wp-content/uploads/2014/08/Chitrik1.jpg
https://w2.chabad.org/media/images/1089/EIKe10895308.jpg?_i=_n504BC99DD0473598AAE3BCDC5D75568D",,,Official,"Chabad ,Synagogue,Delivery/Pickup,Food,Shabbat Meals",,Asia,Turkey,Beyoğlu,Istanbul,,Chabad,,moderate,41.0370023,28.9850917,"Taksim Square, Gümüşsuyu Mahallesi, 34437 Beyoğlu/Istanbul, Turkey","Taksim Square, Gümüşsuyu Mahallesi,",34437,,,,,4/9/2017,12/2/2021,,
9713,Chabad of South Carolina,"<h3>Friendly Chabad House selling meals to takeaway.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This community-based Chabad House is staffed by Rabbi Israel and Shlomit Epstein.</li>
 	<li>There is a women's mikveh on premises.</li>
 	<li>Shul schedule services, click <a href=""http://www.chabadofsc.com/templates/articlecco_cdo/aid/1405238/jewish/Schedule-of-Services.htm"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>This Chabad House offers meals to go. You must call in advance at (803) 467-3456 and they will have the meals ready for you when you arrive.</li>
 	<li>All food is made in a strictly Kosher kitchen and is Glatt, Cholov Yisrael, and<span style=""color: inherit; font-family: inherit; font-size: inherit;""> Bishul Yisroel. </span></li>
 	<li>Located in Columbia, South Carolina, 67 miles west of Interstate I-95.</li>
</ul>",,,,https://scontent-lax3-2.xx.fbcdn.net/v/t39.30808-6/255695245_1995393277294272_7023699981767984620_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=0debeb&_nc_ohc=26JmToaJr1wAX8SHY6Z&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-lax3-2.xx&oh=fdd8eb4f7d90952d960855c16afa1f31&oe=6199DF59  https://scontent-lax3-2.xx.fbcdn.net/v/t39.30808-6/257797663_1995392193961047_1290041447484192869_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=0debeb&_nc_ohc=Zncf5moac6kAX-avr7J&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-lax3-2.xx&oh=ff9be596dcf5354f348e1b02308c0f37&oe=619AC3E0,,,Official,"Food,Delivery/Pickup,Chabad ,Shabbat Meals,Synagogue,Jewish Life",,North America,USA,South Carolina,,+1 803-467-3456,Hashgacha of Rabbi Hesh Epstein,http://www.chabadofsc.com/templates/articlecco_cdo/aid/1358580/jewish/Kosher-Meals-to-Go.htm,moderate,34.0585022,-80.9511187,"2509 Decker Blvd, Columbia, SC 29206, USA",,,https://www.facebook.com/chabad.southcarolina/,https://www.chabadofsc.com/,,,23/7/2018,1/11/2020,,
5168,Chabad of Nuremberg,"<h3>Warm and friendly Chabad in Nuremberg, Germany.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Warm Chabad House, located in downtown Nuremberg.</li>
 	<li>Great location. Near to major hotels and 20 minutes walking distance from the city's main attractions.</li>
 	<li>There is a women's Mikvah on premises.</li>
 	<li>Weekly classes and holiday programmes.</li>
 	<li>Synagogue.</li>
 	<li><a href=""http://www.chabad-nuernberg.de/tools/feedback.htm"" target=""_blank"" rel=""noopener noreferrer"">Enquiries</a>.</li>
</ul>
&nbsp;",,,,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/233656906_4843639675652608_705520094720218837_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=730e14&_nc_ohc=IDf0j2AmJ60AX8YNHK3&_nc_ht=scontent-lga3-2.xx&oh=7a09a1f43e98b15e6f9fd95dd72f3549&oe=61A128A5   https://scontent-lga3-2.xx.fbcdn.net/v/t31.18172-8/27709513_2016757625007508_5689078709623963667_o.jpg?_nc_cat=109&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=kuZzusV4g08AX9CAYZq&_nc_ht=scontent-lga3-2.xx&oh=f20f124f0881f9906aeb4ef9531ec0e4&oe=61C1B092,,,Official,"Chabad ,Synagogue,Mikvah(Women's),Jewish Life",,Europe,Germany,,,+49 911 6695285,,https://www.chabad-nuernberg.de/,moderate,49.4440800,11.0976500,"Regensburger Str. 54, 90478 Nürnberg, Germany",,,,,,,4/4/2018,,,
8304,Chabad of Dominican Republic,"<h3>Jewish community centre in the Dominican Republic.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Modern and well established Chabad House, located in a prestigious area of Santo Domingo, capital of the Dominican Republic.</li>
 	<li>They offer food at Glatt Kosher Catering run by them at Chabad of the Dominican Republic.</li>
 	<li>All dishes are 100% Kosher and deliveries are made to anywhere on the island.</li>
 	<li>Orders can be made on their site, or by phone. <strong>Orders must be placed </strong><strong>at least one week in advance!</strong></li>
 	<li>To order a Kosher meal, you may click <a href=""https://www.chabadominican.com/templates/articlecco_cdo/aid/2862684/jewish/Kosher-Food-Service-at-Dominican-Republic.htm/lang/en"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
 	<li>For Shabbos, they do not charge for their services, meals or activities, however, they do encourage you to contribute towards their activities. Your generosity will enable them to keep their home and Shul open and assist many more visitors in the future.</li>
 	<li>Minyan Info: Shabbos Morning 9:30 am, followed by a weekly Kiddush.</li>
 	<li>Our friends from Chabad told us that Kosher products can be found at most domestic markets and at large supermarkets, such as Supermercado Nacional, Bravo or La Sirena. All basic kosher products can be found, such as pasta sauces, ketchup, mayonnaise, snacks, etc. Other kosher products are available at the large supermarkets, but most likely will not be Cholov Yisroel, Pas Yisroel or Bishul Yisroel.</li>
 	<li>Hotels near the Chabad:</li>
</ul>
1 <a href=""http://www.bqsantodomingo.com/"" target=""_blank"" rel=""noopener noreferrer"">Holiday- Inn </a>Avenida Abraham Lincoln 856,<a title=""Santo Domingo, "" href=""http://www.ihg.com/holidayinn/hotels/us/en/santo-domingo/sdqex/hoteldetail/directions"" target=""_blank"" rel=""noopener noreferrer""> Santo Domingo</a> 1 888 HOLIDAY (1 888 465 4329)

About 10 minutes walking from the Chabad House.

2.  <a href=""http://www.marriott.com/hotels/travel/sdqjw-jw-marriott-hotel-santo-domingo/"" target=""_blank"" rel=""noopener noreferrer"">JW Marriott Hotel Santo Domingo</a> Winston Churchill Avenue No. 93, Ensanche Piantini Santo Domingo.

About 7 minutes walking from the Chabad House.
<ul>
 	<li>Pesach Store, for information, click <a href=""http://www.chabadominican.com/templates/articlecco_cdo/aid/3629608/jewish/Pesach-store.htm"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
</ul>",,,,https://scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/130085570_3371464562963618_9043679007473411552_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=b6JRbkaKpNIAX_T1Ity&_nc_ht=scontent-lax3-1.xx&oh=cf26ccf1cd1739e27721a3fe850511d3&oe=61BCB701    https://scontent-lax3-2.xx.fbcdn.net/v/t1.6435-9/87887937_2589103921199690_8945116842507108352_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=nSG_7v6WpE4AX9Xztgo&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-lax3-2.xx&oh=fbc59cc7ff31253359ccd79914d28c69&oe=61BCA09C   https://scontent-lax3-2.xx.fbcdn.net/v/t1.6435-9/58580549_2002779326498822_3747025560333713408_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=RQKsewTtKt4AX_o3NDi&_nc_ht=scontent-lax3-2.xx&oh=adad9d9553e11b491b222ec17829f82a&oe=61BF0FE9,,,Official,"Chabad ,Synagogue,Mikvah(Women's),Jewish Life",,Central America,Dominican Republic,,,+1 809-542-6049,,http://www.chabadominican.com/,none,18.4769734,-69.9425878,"Calle 2B #8, Ensanche Paraiso, Santo Domingo, Dominican Republic",,,https://www.facebook.com/ChabadDR/,,rabbi@chabadominican.com,,22/1/2020,19/7/2021,,
